20260703_133029,no-vest#43,violations/alarm_no-vest#43_20260703_133029.jpg
20260703_133029,no-helmet#41,violations/alarm_no-helmet#41_20260703_133029.jpg
20260703_133030,no-vest#47,violations/alarm_no-vest#47_20260703_133030.jpg
20260703_133030,no-vest#48,violations/alarm_no-vest#48_20260703_133030.jpg
20260703_133030,no-helmet#49,violations/alarm_no-helmet#49_20260703_133030.jpg
20260703_133030,no-vest#39,violations/alarm_no-vest#39_20260703_133030.jpg
20260703_133031,no-vest#52,violations/alarm_no-vest#52_20260703_133031.jpg
20260703_133032,no-vest#50,violations/alarm_no-vest#50_20260703_133032.jpg
20260703_133032,no-helmet#55,violations/alarm_no-helmet#55_20260703_133032.jpg
20260703_133033,no-helmet#54,violations/alarm_no-helmet#54_20260703_133033.jpg
20260703_133039,no-vest#60,violations/alarm_no-vest#60_20260703_133039.jpg
20260703_133041,no-vest#65,violations/alarm_no-vest#65_20260703_133041.jpg
20260703_133041,no-helmet#67,violations/alarm_no-helmet#67_20260703_133041.jpg
20260703_133042,no-vest#70,violations/alarm_no-vest#70_20260703_133042.jpg
20260703_133043,no-vest#73,violations/alarm_no-vest#73_20260703_133043.jpg
20260703_133043,no-helmet#75,violations/alarm_no-helmet#75_20260703_133043.jpg
20260703_133043,no-vest#74,violations/alarm_no-vest#74_20260703_133043.jpg
20260703_133043,no-vest#72,violations/alarm_no-vest#72_20260703_133043.jpg
20260703_133044,no-helmet#77,violations/alarm_no-helmet#77_20260703_133044.jpg
20260703_133046,no-helmet#78,violations/alarm_no-helmet#78_20260703_133046.jpg
20260703_133050,no-vest#86,violations/alarm_no-vest#86_20260703_133050.jpg
20260703_133051,no-vest#89,violations/alarm_no-vest#89_20260703_133051.jpg
20260703_133051,no-helmet#88,violations/alarm_no-helmet#88_20260703_133051.jpg
20260703_133157,no-helmet#78,violations/alarm_no-helmet#78_20260703_133157.jpg
20260703_133157,no-helmet#88,violations/alarm_no-helmet#88_20260703_133157.jpg
20260703_133157,no-vest#73,violations/alarm_no-vest#73_20260703_133157.jpg
20260703_133157,no-helmet#93,violations/alarm_no-helmet#93_20260703_133157.jpg
20260703_133202,no-helmet#108,violations/alarm_no-helmet#108_20260703_133202.jpg
20260703_133205,no-helmet#115,violations/alarm_no-helmet#115_20260703_133205.jpg
20260703_133208,no-helmet#127,violations/alarm_no-helmet#127_20260703_133208.jpg
20260703_133232,no-helmet#144,violations/alarm_no-helmet#144_20260703_133232.jpg
20260703_133234,no-vest#152,violations/alarm_no-vest#152_20260703_133234.jpg
20260703_133234,no-helmet#153,violations/alarm_no-helmet#153_20260703_133234.jpg
20260703_133234,no-vest#154,violations/alarm_no-vest#154_20260703_133234.jpg
20260703_133234,no-helmet#155,violations/alarm_no-helmet#155_20260703_133234.jpg
20260703_133235,no-vest#151,violations/alarm_no-vest#151_20260703_133235.jpg
20260703_133347,no-vest#152,violations/alarm_no-vest#152_20260703_133347.jpg
20260703_133354,no-helmet#190,violations/alarm_no-helmet#190_20260703_133354.jpg
20260703_133355,no-helmet#192,violations/alarm_no-helmet#192_20260703_133355.jpg
20260703_133359,no-helmet#198,violations/alarm_no-helmet#198_20260703_133359.jpg
20260703_133359,no-helmet#199,violations/alarm_no-helmet#199_20260703_133359.jpg
20260703_133400,no-helmet#203,violations/alarm_no-helmet#203_20260703_133400.jpg
20260703_133402,no-helmet#208,violations/alarm_no-helmet#208_20260703_133402.jpg
20260703_133621,no-vest#5,violations/alarm_no-vest#5_20260703_133621.jpg
20260703_133621,no-vest#6,violations/alarm_no-vest#6_20260703_133621.jpg
20260703_133621,no-vest#10,violations/alarm_no-vest#10_20260703_133621.jpg
20260703_133622,no-helmet#12,violations/alarm_no-helmet#12_20260703_133622.jpg
20260703_133622,no-helmet#9,violations/alarm_no-helmet#9_20260703_133622.jpg
20260703_133622,no-vest#13,violations/alarm_no-vest#13_20260703_133622.jpg
20260703_133623,no-vest#15,violations/alarm_no-vest#15_20260703_133623.jpg
20260703_133624,no-helmet#17,violations/alarm_no-helmet#17_20260703_133624.jpg
20260703_133624,no-vest#19,violations/alarm_no-vest#19_20260703_133624.jpg
20260703_133625,no-helmet#22,violations/alarm_no-helmet#22_20260703_133625.jpg
20260703_133626,no-helmet#23,violations/alarm_no-helmet#23_20260703_133626.jpg
20260703_133626,no-vest#26,violations/alarm_no-vest#26_20260703_133626.jpg
20260703_133626,no-vest#24,violations/alarm_no-vest#24_20260703_133626.jpg
20260703_133627,no-helmet#28,violations/alarm_no-helmet#28_20260703_133627.jpg
20260703_133627,no-vest#29,violations/alarm_no-vest#29_20260703_133627.jpg
20260703_133628,no-helmet#30,violations/alarm_no-helmet#30_20260703_133628.jpg
20260703_133628,no-helmet#31,violations/alarm_no-helmet#31_20260703_133628.jpg
20260703_133629,no-vest#35,violations/alarm_no-vest#35_20260703_133629.jpg
20260703_133629,no-vest#34,violations/alarm_no-vest#34_20260703_133629.jpg
20260703_133629,no-vest#31,violations/alarm_no-vest#31_20260703_133629.jpg
20260703_133639,no-vest#47,violations/alarm_no-vest#47_20260703_133639.jpg
20260703_133641,no-vest#53,violations/alarm_no-vest#53_20260703_133641.jpg
20260703_133641,no-vest#57,violations/alarm_no-vest#57_20260703_133641.jpg
20260703_133732,no-vest#57,violations/alarm_no-vest#57_20260703_133732.jpg
20260703_133733,no-vest#63,violations/alarm_no-vest#63_20260703_133733.jpg
20260703_133735,no-helmet#69,violations/alarm_no-helmet#69_20260703_133735.jpg
20260703_133735,no-vest#73,violations/alarm_no-vest#73_20260703_133735.jpg
20260703_133735,no-vest#72,violations/alarm_no-vest#72_20260703_133735.jpg
20260703_133736,no-vest#65,violations/alarm_no-vest#65_20260703_133736.jpg
20260703_133736,no-helmet#74,violations/alarm_no-helmet#74_20260703_133736.jpg
20260703_133738,no-vest#77,violations/alarm_no-vest#77_20260703_133738.jpg
20260703_133738,no-vest#78,violations/alarm_no-vest#78_20260703_133738.jpg
20260703_133739,no-helmet#76,violations/alarm_no-helmet#76_20260703_133739.jpg
20260703_133739,no-helmet#79,violations/alarm_no-helmet#79_20260703_133739.jpg
20260703_133740,no-vest#80,violations/alarm_no-vest#80_20260703_133740.jpg
20260703_133742,no-helmet#83,violations/alarm_no-helmet#83_20260703_133742.jpg
20260703_133743,no-helmet#86,violations/alarm_no-helmet#86_20260703_133743.jpg
20260703_133743,no-helmet#87,violations/alarm_no-helmet#87_20260703_133743.jpg
20260703_133743,no-helmet#84,violations/alarm_no-helmet#84_20260703_133743.jpg
20260703_133744,no-helmet#95,violations/alarm_no-helmet#95_20260703_133744.jpg
20260703_133744,no-vest#100,violations/alarm_no-vest#100_20260703_133744.jpg
20260703_133748,no-helmet#107,violations/alarm_no-helmet#107_20260703_133748.jpg
20260703_133748,no-helmet#108,violations/alarm_no-helmet#108_20260703_133748.jpg
20260703_133749,no-vest#110,violations/alarm_no-vest#110_20260703_133749.jpg
20260703_133749,no-vest#109,violations/alarm_no-vest#109_20260703_133749.jpg
20260703_133843,no-helmet#107,violations/alarm_no-helmet#107_20260703_133843.jpg
20260703_133844,no-helmet#117,violations/alarm_no-helmet#117_20260703_133844.jpg
20260703_133847,no-helmet#122,violations/alarm_no-helmet#122_20260703_133847.jpg
20260703_133847,no-helmet#124,violations/alarm_no-helmet#124_20260703_133847.jpg
20260703_152019,no-helmet#4,violations/alarm_no-helmet#4_20260703_152019.jpg
20260703_152020,no-vest#6,violations/alarm_no-vest#6_20260703_152020.jpg
20260703_152020,no-helmet#7,violations/alarm_no-helmet#7_20260703_152020.jpg
20260703_152022,no-helmet#11,violations/alarm_no-helmet#11_20260703_152022.jpg
20260703_152022,no-vest#14,violations/alarm_no-vest#14_20260703_152022.jpg
20260703_152023,no-helmet#16,violations/alarm_no-helmet#16_20260703_152023.jpg
20260703_152023,no-helmet#17,violations/alarm_no-helmet#17_20260703_152023.jpg
20260703_152027,no-helmet#18,violations/alarm_no-helmet#18_20260703_152027.jpg
20260703_152029,no-helmet#21,violations/alarm_no-helmet#21_20260703_152029.jpg
20260703_152030,no-helmet#23,violations/alarm_no-helmet#23_20260703_152030.jpg
20260703_152030,no-vest#24,violations/alarm_no-vest#24_20260703_152030.jpg
20260703_152032,no-vest#25,violations/alarm_no-vest#25_20260703_152032.jpg
20260703_152033,no-helmet#27,violations/alarm_no-helmet#27_20260703_152033.jpg
